Publication Type,Authors,Author Full Names,Article Title,Source Title,Language,Document Type,Author Keywords,Keywords Plus,Abstract,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,Publication Date,Publication Year,DOI,DOI Link,Number of Pages,WoS Categories,Research Areas,IDS Number,Open Access Designations,Date of Export,Web of Science Record
J,"Mahmoud, MY; Felty, AP","Mahmoud, Mohamed Yousri; Felty, Amy P.",Formal Meta-level Analysis Framework for Quantum Programming Languages,ELECTRONIC NOTES IN THEORETICAL COMPUTER SCIENCE,English,Article,Quantum Lambda Calculus; Linear Logic; Hybrid; Coq,CALCULI,"The design and development of quantum programming languages (QPLs) is an important and active area of quantum computing. This paper addresses the problem of developing a standard methodology for verifying a QPL against major quantum computing concepts. We propose a framework dedicated to the meta-level analysis of QPLs, in particular, functional quantum languages. To this aim, we choose the Hybrid system as the tool in which to build our framework. Hybrid is a logical framework that supports higher-order abstract syntax, on top of which we develop an intuitionistic linear specification logic used for reasoning about QPLs. We provide a formal proof of some important meta-theoretic properties of this logic, and in addition, showcase a number of examples that can be tackled under the proposed framework.",24,5,6,0,1,1571-0661,,,OCT 26,2018,10.1016/j.entcs.2018.10.012,http://dx.doi.org/10.1016/j.entcs.2018.10.012,17,"Computer Science, Theory & Methods",Computer Science,GY8ME,gold,2024-03-12,View Full Record in Web of Science
J,"Kwon, Y; Choi, BS","Kwon, Yong; Choi, Byung-Soo",A Software Platform for Programmable Linear Optical Quantum Computer,IEEE ACCESS,English,Article,Quantum computer; software; linear optical quantum computing,COMPUTATION,"Optical quantum computers represent qubits as photons created by laser and implement arbitrary quantum operations through Mach-Zehnder interferometers (MZIs) which is called linear optical quantum computing (LOQC). Since the number of qubits and quantum system is getting bigger, we need a scalable and universal quantum computing platform based on LOQC. In this work, we propose a software framework which can support a universal programming with flexibility of LOQC hardware configuration. The framework consists of four parts such as decomposer, mapper, controller, and user-interface controller. As an example, we show a use case of this framework for Bell state generation on Reck et al.'s MZI network.",32,0,0,2,2,2169-3536,,,,2023,10.1109/ACCESS.2023.3324048,http://dx.doi.org/10.1109/ACCESS.2023.3324048,11,"Computer Science, Information Systems; Engineering, Electrical & Electronic; Telecommunications",Computer Science; Engineering; Telecommunications,W5IM1,gold,2024-03-12,View Full Record in Web of Science
J,"Pérez-Castillo, R; Serrano, MA; Piattini, M","Perez-Castillo, Ricardo; Serrano, Manuel A.; Piattini, Mario",Software modernization to embrace quantum technology,ADVANCES IN ENGINEERING SOFTWARE,English,Article,Quantum; Software Modernization; Reengineering; KDM; UML,PROGRAMMING-LANGUAGES; DESIGN,"Quantum Computing is becoming an increasingly mature area, with a simultaneous escalation of investment in many sectors. Quantum technology will revolutionize all the engineering fields. For example, companies will need to add quantum computing progressively to some or all of their daily operations. It is clear that all existing classical information systems cannot be done away with. Rather than that occurring, it is expected that some quantum algorithms will be added, so that they can work alongside classical information systems. There has been no systematic solution offered to deal with this challenge so far. This research proposes a software modernization approach (model-driven reengineering) designed to restructure classical systems to work in conjunction with quantum systems, thereby providing target environments that combine both of these computational paradigms. The approach proposed is systematic, and based on existing software engineering standards like the Knowledge Discovery Metamodel and the Unified Modelling Language. It could therefore be applied in industry in a way that complies with the existing software evolution processes. The independence of this proposal with respect to quantum programming environments is also guaranteed, making its application feasible in the changing environment in today's quantum industry. The main implication of this approach is technical, but also economic, since it enables the reuse of the knowledge embedded in legacy systems, while at the same time the new quantum-based projects are speeded up.",49,21,21,0,12,0965-9978,1873-5339,,JAN,2021,10.1016/j.advengsoft.2020.102933,http://dx.doi.org/10.1016/j.advengsoft.2020.102933,9,"Computer Science, Interdisciplinary Applications; Computer Science, Software Engineering; Engineering, Multidisciplinary",Computer Science; Engineering,OZ6GN,Green Published,2024-03-12,View Full Record in Web of Science
C,"Möller, M; Schalkers, M","Moller, Matthias; Schalkers, Merel",|Lib⟩: A Cross-Platform Programming Framework for Quantum-Accelerated Scientific Computing,"COMPUTATIONAL SCIENCE - ICCS 2020, PT VI",English,Proceedings Paper,Quantum-accelerated scientific computing; Template meta-programming; Hybrid software development framework,OPENCL,"This paper introduces a new cross-platform programming framework for developing quantum-accelerated scientific computing applications and executing them on most of today's cloud-based quantum computers and simulators. It makes use of C++ template meta-programming techniques to implement quantum algorithms as generic, platform-independent expressions, which get automatically synthesized into device-specific compute kernels upon execution. Our software framework supports concurrent and asynchronous execution of multiple quantum kernels via a CUDA-inspired stream concept.",24,3,3,0,0,0302-9743,1611-3349,978-3-030-50433-5; 978-3-030-50432-8,,2020,10.1007/978-3-030-50433-5_35,http://dx.doi.org/10.1007/978-3-030-50433-5_35,14,"Computer Science, Interdisciplinary Applications; Computer Science, Software Engineering; Computer Science, Theory & Methods",Computer Science,BT6HI,"Green Submitted, Bronze",2024-03-12,View Full Record in Web of Science
C,"Hassan, MW; Pakin, S; Feng, WC","Hassan, Mohamed W.; Pakin, Scott; Feng, Wu-chun",C to D-Wave: A High-level C Compilation Framework for Quantum Annealers,2019 IEEE HIGH PERFORMANCE EXTREME COMPUTING CONFERENCE (HPEC),English,Proceedings Paper,Compiler; D-Wave; high-level language; mapping; quantum annealing; quantum assembler; macro; quantum computing; QMASM; Verilog; EDIF,,A quantum annealer solves optimization problems by exploiting quantum effects. Problems are represented as Hamiltonian functions that define an energy landscape. The quantum-annealing hardware relaxes to a solution corresponding to the ground state of the energy landscape. Expressing arbitrary programming problems in terms of real-valued Hamiltonian-function coefficients is unintuitive and challenging. This paper addresses the difficulty of programming quantum annealers by presenting a compilation framework that compiles a subset of C code to a quantum machine instruction (QMI) to be executed on a quantum annealer. Our work is based on a modular software stack that facilitates programming D-Wave quantum annealers by successively lowering code from C to Verilog to a symbolic quantum macro assembly language and finally to a device-specific Hamiltonian function. We demonstrate the capabilities of our software stack on a set of problems written in C and executed on a D-Wave 2000Q quantum annealer.,30,0,0,0,0,2377-6943,,978-1-7281-5020-8,,2019,,,8,"Computer Science, Hardware & Architecture; Computer Science, Theory & Methods; Engineering, Electrical & Electronic",Computer Science; Engineering,BO6KQ,,2024-03-12,View Full Record in Web of Science
J,"Hevia, JL; Peterssen, G; Piattini, M","Luis Hevia, Jose; Peterssen, Guido; Piattini, Mario",QuantumPath: A quantum software development platform,SOFTWARE-PRACTICE & EXPERIENCE,English,Article; Early Access,quantum computing; quantum toolkits; QuantumPath,,"Quantum computing has experienced a breakthrough. Several companies are taking up the challenge of designing and manufacturing quantum computers, and the supply of tools for quantum software development is growing all the time. This article addresses quantum software development toolkits and introduces the 'QuantumPath' platform. In developing QuantumPath, our aim is to fulfil certain principles such as: agnosticism, extensibility, integration, independency, optimisation, scalability, security, usability and software engineering support. This article presents both the architecture itself as well as the main tools that compose QuantumPath, in order to illustrate the support which platform provides to the development and execution of quantum software.",20,3,3,2,9,0038-0644,1097-024X,,2022 JUN,2022,10.1002/spe.3064,http://dx.doi.org/10.1002/spe.3064,14,"Computer Science, Software Engineering",Computer Science,1A1RT,hybrid,2024-03-12,View Full Record in Web of Science
J,"Juárez-Ramírez, R; Navarro, CX; Jiménez, S; Ramírez, A; Tapia-Ibarra, V; Guerra-García, C; Perez-Gonzalez, HG; Fernández-y-Fernández, C","Juarez-Ramirez, R.; Navarro, C. X.; Jimenez, Samantha; Ramirez, Alan; Tapia-Ibarra, Veronica; Guerra-Garcia, Cesar; Perez-Gonzalez, Hector G.; Fernandez-y-Fernandez, Carlos",A Taxonomic View of the Fundamental Concepts of Quantum Computing-A Software Engineering Perspective,PROGRAMMING AND COMPUTER SOFTWARE,English,Article,,UNCERTAINTY PRINCIPLE; PROBABILITY; GUIDELINES; MECHANICS; ENERGY,"Quantum computing is based on the principles of quantum mechanics, such as superposition, entanglement, measurement, and decoherence. The basic units of computation are qubits, which are abstract objects with a mathematical expression to implement the quantum mechanics principles. Alongside quantum hardware, software is a principal element for conducting quantum computing. The software consists of logic gates and quantum circuits that implement algorithms for the execution of quantum programs. Due to those characteristics, quantum computing is a paradigm that non-physics experts cannot understand. Under this new scheme for developing software, it is important to integrate a conceptual framework of the fundamentals on which quantum computing is based. In this paper, we present a kind of taxonomical view of the fundamental concepts of quantum computing and the derived concepts that integrate the emerging discipline of quantum software engineering. We performed a quasi-systematic mapping for conducting the systematic review because the objective of the review only intends to detect the fundamental concepts of quantum computing and quantum software. The results can help computer science students and professors as a starting point to address the study of this discipline.",87,0,0,0,0,0361-7688,1608-3261,,DEC,2023,10.1134/S0361768823080108,http://dx.doi.org/10.1134/S0361768823080108,23,"Computer Science, Software Engineering",Computer Science,GA0Q0,,2024-03-12,View Full Record in Web of Science
J,"Krämer, S; Plankensteiner, D; Ostermann, L; Ritsch, H","Kraemer, Sebastian; Plankensteiner, David; Ostermann, Laurin; Ritsch, Helmut",QuantumOptics.jl: A Julia framework for simulating open quantum systems,COMPUTER PHYSICS COMMUNICATIONS,English,Article,Quantum optics; Quantum mechanics; Numerics; Julia language,PYTHON FRAMEWORK; DYNAMICS; QUTIP,"We present an open source computational framework geared towards the efficient numerical investigation of open quantum systems written in the Julia programming language. Built exclusively in Julia and based on standard quantum optics notation, the toolbox offers speed comparable to low-level statically typed languages, without compromising on the accessibility and code readability found in dynamic languages. After introducing the framework, we highlight its features and showcase implementations of generic quantum models. Finally, we compare its usability and performance to two well-established and widely used numerical quantum libraries. Program summary Program Title: QuantumOptics.jl Program Files doi: http://dx.doi.org/10.17632/3696r5jhm4.1 Licensing provisions: MIT Programming language: Julia Supplementary material: Full list of functions (API) as html Nature of problem: Dynamics of open quantum systems Solution method: Numerically solving the Schrodinger or master equation or a Monte Carlo wave-function approach. Additional comments including Restrictions and Unusual features: The framework may be used for problems that fulfill the necessary conditions such that they can be described by a Schrodinger or master equation. Furthermore, the aim is to efficiently and easily simulate systems of moderate size rather than pushing the limits of what is possible numerically. (C) 2018 Elsevier B.V. All rights reserved.",16,90,95,0,10,0010-4655,1879-2944,,JUN,2018,10.1016/j.cpc.2018.02.004,http://dx.doi.org/10.1016/j.cpc.2018.02.004,8,"Computer Science, Interdisciplinary Applications; Physics, Mathematical",Computer Science; Physics,GC4LM,Green Submitted,2024-03-12,View Full Record in Web of Science
C,"Exman, I; Shmilovich, AT","Exman, Iaakov; Shmilovich, Alon Tsalik",Quantum Software Models: The Density Matrix for Classical and Quantum Software Systems Design,2021 IEEE/ACM 2ND INTERNATIONAL WORKSHOP ON QUANTUM SOFTWARE ENGINEERING (Q-SE 2021),English,Proceedings Paper,Quantum Software Models; Software Design; Density Matrix; Laplacian Matrix,ALGEBRAIC CONNECTIVITY,"Linear Software Models enable rigorous linear algebraic procedures for modular design of classical software systems. These procedures apply a spectral approach to matrix representations - e.g. the Laplacian - of the software system. Recent intensive research efforts towards quantum computers have increased expectations that quantum computing could in due time materialize as a practical alternative to classical computing. It is reasonable to inquire about quantum software desirable features and prepare in advance modular design procedures for quantum software systems. However, it does not make sense to have two totally separate procedures for modular design, one for classical software systems and another for quantum software systems. This paper claims that there should be just a single unified and rigorous design procedure for both classical and quantum software systems. Our common design procedure starting point for both classical and quantum software systems is Von Neumann's quantum notion of Density Operator and its Density Matrix representation. This paper formulates and demonstrates modular design in terms of projection operators obtained from a design Density Matrix and shows their equivalence to the Linear Software Models results of the Laplacian matrix spectrum for the classical case. The application in practice of the design procedure for both classical and quantum software is illustrated by case studies.",21,0,0,0,0,,,978-1-6654-4462-0,,2021,10.1109/Q-SE52541.2021.00008,http://dx.doi.org/10.1109/Q-SE52541.2021.00008,6,"Computer Science, Software Engineering",Computer Science,BT2XM,Green Submitted,2024-03-12,View Full Record in Web of Science
C,"Khan, AA; Akbar, MA; Ahmad, A; Fahmideh, M; Shameem, M; Lahtinen, V; Waseem, M; Mikkonen, T","Khan, Arif Ali; Akbar, Muhammad Azeem; Ahmad, Aakash; Fahmideh, Mahdi; Shameem, Mohammad; Lahtinen, Valtteri; Waseem, Muhammad; Mikkonen, Tommi",Agile Practices for Quantum Software Development: Practitioners' Perspectives,"2023 IEEE INTERNATIONAL CONFERENCE ON QUANTUM SOFTWARE, QSW",English,Proceedings Paper,Agile Practices; Quantum Software Engineering; Empirical Software Engineering,,"Quantum software engineering is an emerging genre of software engineering that exploit principles of quantum bits (Qubit) and quantum gates (Qgates) to solve complex computing problems effeciently than their classical counterparts. According to its proponents, agile software development practices have the potential to address many of the problems endemic to the development of quantum software. However, there is a dearth of evidence investigating whether agile practices are suitable for, and can be adopted by, software teams in the context of quantum software development. To address this lack, we conducted an empirical study to investigate the needs and challenges of using agile practices to develop quantum software. While our semi-structured interviews with 26 practitioners across 10 countries highlighted the applicability of agile practices in this domain, the interview findings also revealed new challenges impeding the effective incorporation of these practices. Our research findings provide a springboard for further contextualization and seamless integration of agile practices in quantum software engineering (QSE) to develop emerging and next generation of quantum software systems and application.",51,1,1,0,0,,,979-8-3503-0479-4,,2023,10.1109/QSW59989.2023.00012,http://dx.doi.org/10.1109/QSW59989.2023.00012,12,"Computer Science, Software Engineering; Computer Science, Theory & Methods",Computer Science,BV6UG,Green Submitted,2024-03-12,View Full Record in Web of Science
C,"Ali, S; Yue, T","Ali, Shaukat; Yue, Tao",Quantum Software Testing: A Brief Introduction,"2023 IEEE/ACM 45TH INTERNATIONAL CONFERENCE ON SOFTWARE ENGINEERING: COMPANION PROCEEDINGS, ICSE-COMPANION",English,Proceedings Paper,quantum programs; quantum software testing; quantum circuits,,"Quantum software testing concentrates on testing quantum programs to discover quantum faults in the programs cost-effectively. Given the foundations in quantum mechanics, the way quantum computations are performed is significantly different than classical computing. Therefore, quantum software testing also differs from classical software testing. There has been quite an interest in building quantum software testing techniques since 2019 in the software engineering (SE) community. Thus, we aim to introduce quantum software testing to the SE community. In particular, we will present the basic foundations of quantum computing and quantum programming as circuits, followed by the current state of the art on quantum software testing. Next, we will present some basic quantum software testing techniques and finally give the research directions that deserve attention from the SE community.",16,0,0,6,6,2574-1926,,979-8-3503-2263-7,,2023,10.1109/ICSE-Companion58688.2023.00093,http://dx.doi.org/10.1109/ICSE-Companion58688.2023.00093,2,"Computer Science, Software Engineering; Computer Science, Theory & Methods",Computer Science,BV4JL,,2024-03-12,View Full Record in Web of Science
C,"Wang, LC; Lee, RST","Wang, LuoChao; Lee, Raymond S. T.",The Design and Implementation of Quantum Finance Software Development Kit (QFSDK) for AI Education,2022 20TH INTERNATIONAL CONFERENCE ON INFORMATION TECHNOLOGY BASED HIGHER EDUCATION AND TRAINING (ITHET),English,Proceedings Paper,quantum finance; chaotic neural network; deep learning; QFSDK; python; AI education,OSCILLATOR MODEL; PREDICTION; NETWORKS,"For the past several decades, with the rapid development of internet technologies and online transaction platforms, financial institutions and investors are facing huge challenges from the global economic environment that financial markets are becoming more unpredictable and volatile than before, especially in the stock markets, commodity markets and cryptocurrency markets. Interest and awareness of Artificial Intelligence and Quantum Finance are growing so fast that both academia and higher education are struggling to keep up with the accelerating demand of financial markets. Quantum finance is a newly developed interdisciplinary program with the integration of quantum theory, computational finance, and even computer science, which requires students to have comprehensive knowledge reserves. Meanwhile, it is extremely complicated for students to use a programming language to realize quantum finance calculations from scratch. To facilitate curricula teaching, and hands-on usage of quantum finance and AI, a Quantum Finance Software Development Kit (QFSDK) is proposed based on the author's previous research on Quantum Finance Theory and other AI research findings. The QFSDK was prepared in python programming language as the first step in introducing students to the concepts and applications of quantum finance. The QFSDK bridges the theoretical and practical chasm for learners by developing a quantum finance calculator library. It serves as an open-source template that encourages heavy contextual modification, and it supports any online platforms in the python programming language.",37,0,0,3,5,2380-1603,,978-1-6654-8908-9,,2022,10.1109/ITHET56107.2022.10031712,http://dx.doi.org/10.1109/ITHET56107.2022.10031712,7,"Computer Science, Artificial Intelligence; Education, Scientific Disciplines; Engineering, Multidisciplinary",Computer Science; Education & Educational Research; Engineering,BV0KG,,2024-03-12,View Full Record in Web of Science
J,"Guo, JZ; Ying, MS","Guo, Jingzhe; Ying, Mingsheng",Software Pipelining for Quantum Loop Programs,IEEE TRANSACTIONS ON SOFTWARE ENGINEERING,English,Article,Quantum program scheduling; quantum program compilation,,"We propose a method for performing software pipelining on quantum for-loop programs to exploit parallelism in and across iterations. We redefined concepts useful in program optimization, including array aliasing, instruction dependency, and resource conflict required in optimizing quantum programs. Using these concepts, we present a software pipelining framework exploiting instruction-level parallelism in quantum loop programs. This method is further enhanced with several improvements to reduce total gate count and program depth. The optimization method is then evaluated on some popular quantum algorithms like Grover and QAOA, and compared under different configurations and with several baseline compilers. The evaluation results show that our approach can schedule loop programs with depth close to the depth of the entire loop unrolling while generating smaller code sizes and consuming much less time. This is the first step towards optimization of a quantum program with such loop control flow, as far as we know.",33,0,0,2,7,0098-5589,1939-3520,,APR 1,2023,10.1109/TSE.2022.3232623,http://dx.doi.org/10.1109/TSE.2022.3232623,14,"Computer Science, Software Engineering; Engineering, Electrical & Electronic",Computer Science; Engineering,E9NM9,Green Submitted,2024-03-12,View Full Record in Web of Science
C,"Ahmad, A; Khan, AA; Waseem, M; Fahmideh, M; Mikkonen, T","Ahmad, Aakash; Khan, Arif Ali; Waseem, Muhammad; Fahmideh, Mahdi; Mikkonen, Tommi",Towards Process Centered Architecting for Quantum Software Systems,2022 IEEE INTERNATIONAL CONFERENCE ON QUANTUM SOFTWARE (IEEE QSW 2022),English,Proceedings Paper,Quantum Software Engineering; Quantum Software Architecture; Architecture Process; Reference Architecture,DESIGN; LANGUAGES,"Quantum Software Engineering (QSE) is a recent trend - focused on unifying the principles of quantum mechanics and practices of software engineering - to design, develop, validate, and evolve quantum age software systems and applications. Software architecture for quantum computing (a.k.a. quantum software architectures (QSA)) supports the design, development, and maintenance etc. phases of quantum software systems using architectural components and connectors. QSA can enable quantum software designers and developers to map the operations of Qubits to architectural components and connectors for implementing quantum software. This research aims to explore the role of QSAs by investigating (i) architectural process having architecting activities, and (ii) human roles that can exploit available tools to automate and customise architecture-centric implementation of quantum software. Results of this research can facilitate knowledge transfer, enabling researchers and practitioners, to address challenges of architecture-centric implementation of quantum software systems.",28,6,6,1,2,,,978-1-6654-8134-2,,2022,10.1109/QSW55613.2022.00019,http://dx.doi.org/10.1109/QSW55613.2022.00019,6,"Computer Science, Software Engineering; Computer Science, Theory & Methods",Computer Science,BT9IE,Green Accepted,2024-03-12,View Full Record in Web of Science
C,"Sivarajah, S; Heidemann, L; Lawrence, A; Duncan, R","Sivarajah, Seyon; Heidemann, Lukas; Lawrence, Alan; Duncan, Ross",Tierkreis: a Dataflow Framework for Hybrid Quantum-Classical Computing,2022 IEEE/ACM THIRD INTERNATIONAL WORKSHOP ON QUANTUM COMPUTING SOFTWARE (QCS),English,Proceedings Paper,Quantum Computing; Dataflow; Distributed,,"We present Tierkreis, a higher-order dataflow graph program representation and runtime designed for compositional, quantum-classical hybrid algorithms. The design of the system is motivated by the remote nature of quantum computers, the need for hybrid algorithms to involve cloud and distributed computing, and the long-running nature of these algorithms. The graph-based representation reflects how designers reason about and visualise algorithms, and allows automatic parallelism and asynchronicity. A strong, static type system and higher-order semantics allow for high expressivity and compositionality in the program. The flexible runtime protocol enables third-party developers to add functionality using any language or environment. With Tierkreis, quantum software developers can easily build, visualise, verify, test, and debug complex hybrid workflows, and immediately deploy them to the cloud or a custom distributed environment.",19,0,0,0,0,,,978-1-6654-7536-5,,2022,10.1109/QCS56647.2022.00007,http://dx.doi.org/10.1109/QCS56647.2022.00007,10,"Computer Science, Software Engineering; Computer Science, Theory & Methods",Computer Science,BV0DT,Green Submitted,2024-03-12,View Full Record in Web of Science
