(internal) id,(source) id,pubmed id,keywords,abstract,title,journal,authors,tags,consensus,labeled_at,thecap,labeled_at,general notes (thecap)
39875125,http://dx.doi.org/10,0,Qubit; Quantum register; Quantum computer model; Algorithms complexity; Quantum circuit,"Present paper describes the basics of quantum algorithms development and modeling of entangled quantum computations used in quantum algorithms. Since quantum algorithms assume the use of vector and matrix algebras, so the suggested structure of the quantum computer model (QCM) considers this specialty and reflects all functional features of such model. The basic tasks of the proposed model simulation are determined within the quantum algorithms execution taking into account the entanglement property. In accordance with the constructed system for determining the computational complexity of quantum algorithms, the entire set of necessary elements is shown: the time complexity, the number of operations and queries to the quantum oracle, the complexity class of the quantum algorithm.",The Quantum Computer Model Structure and Estimation of the Quantum Algorithms Complexity,,Potapov and  V; Gushanskiy and  S; Samoylov and  A; Polenov and  M,,o,,-1,2024-02-23 14:06:35,
39875126,http://dx.doi.org/10,0,Delegating private quantum computation; universal quantum gate set; full-blind; Toffoli gate; circuit optimization,"The delegating private quantum computation (DQC) protocol with the universal quantum gate set {X,Z,H,P,R,CNOT} was firstly proposed by Broadbent et al. [Broadbent (2015)], and then Tan et al. [Tan and Zhou (2017)] tried to put forward a half-blind DQC protocol (HDQC) with another universal set {H,P,CNOT,T} However, the decryption circuit of Toffoli gate (i.e. T) is a little redundant, and Tan et al.'s protocol [Tan and Zhou (2017)] exists the information leak. In addition, both of these two protocols just focus on the blindness of data (i.e. the client's input and output), but do not consider the blindness of computation (i.e. the delegated quantum operation). For solving these problems, we propose a full-blind DQC protocol (FDQC) with quantum gate set {H,P,CNOT,T}, where the desirable delegated quantum operation, one of {H,P,CNOT,T}, is replaced by a fixed sequence (H, P, CZ, CNOT, T) to make the computation blind, and the decryption circuit of Toffoli gate is also optimized. Analysis shows that our protocol can not only correctly perform any delegated quantum computation, but also holds the characteristics of data blindness and computation blindness.",Full-Blind Delegating Private Quantum Computation,"National Nature Science Foundation of China(National Natural Science Foundation of China (NSFC)); Natural Science Foundation of Jiangsu Province, China(Natural Science Foundation of Jiangsu Province); Six Talent Peaks Project of Jiangsu Province, China; Natural science Foundation for colleges and universities of Jiangsu Province, China; Research Innovation Program for College Graduates of Jiangsu Province, China; Practice Innovation Training Program Projects for the Jiangsu College Students; Priority Academic Program Development of Jiangsu Higher Education Institutions (PAPD)",Liu and  WJ; Chen and  ZY; Liu and  JS; Su and  ZF; Chi and  LH,,o,,-1,2024-02-23 22:34:04,
39875127,http://dx.doi.org/10,0,quantum computing; quantum error correction; compiler,"Quantum error correction (QEC) is the central building block of fault-tolerant quantum computation but the design of QEC codes may not always match the underlying hardware. To tackle the discrepancy between the quantum hardware and QEC codes, we propose a synthesis framework that can implement and optimize the surface code onto superconducting quantum architectures. In particular, we divide the surface code synthesis into three key subroutines. The first two optimize the mapping of data qubits and ancillary qubits including syndrome qubits on the connectivity-constrained superconducting architecture, while the last subroutine optimizes the surface code execution by rescheduling syndrome measurements. Our experiments on mainstream superconducting architectures demonstrate the effectiveness of the proposed synthesis framework. Especially, the surface codes synthesized by the proposed automatic synthesis framework can achieve comparable or even better error correction capability than manually designed QEC codes.",A Synthesis Framework for Stitching Surface Code with Superconducting Quantum Devices,NSF(National Science Foundation (NSF)); NSF QISE-NET fellowship; Division of Computing and Communication Foundations; Direct For Computer & Info Scie & Enginr(National Science Foundation (NSF)NSF - Directorate for Computer & Information Science & Engineering (CISE)),Wu and  AB; Li and  GS; Zhang and  HZ; Guerreschi and  GG; Ding and  YF; Xie and  Y,,o,,-1,2024-02-23 22:48:02,
39875128,http://dx.doi.org/10,0,Quantum key distribution; Q-bits; Security; Quantum mechanics; Side-channel attacks; Photon detectors,"Quantum key distribution (QKD) is an effective technique to share unconditional secure keys among a pair of legal distant users with the existence of eavesdroppers. It depends upon quantum mechanics that exhibits the probability for an eavesdropper to acquire full information on the key is forbidden by the laws of physics. Though quantum mechanics assure the security of the QKD system, it is critical to inspect whether the imperfections can result in the revelation of sensitive data. The presence of imperfections can result in side-channel attacks and the ones relevant to single-photon detectors are crucial as it is adopted in several QKD approaches. For resolving these issues, this study develops a new Security in Quantum side Channel (SQSC) framework to accomplish security. The proposed SQSC approach involves the design of Shifting and Binary Conversions (SBC) algorithm with two sub-processes namely shifting process and binary conversion. Since none of the works have been developed quantum channel in the current system to secure data, the proposed model added complexity to the secret data (shifting process and binary conversion using SBC) before q-bit conversion. The design of SBC algorithm to resolve side-channel attacks and accomplish improved security shows the novelty of the work. In order to demonstrate the enhanced performance of the SQSC approach, a comparison study with existing model is performed. The experimental results reported the promising performance of the SQSC approach over the other existing methods.","Secured: quantum key distribution (SQKD) for solving side-channel attack to enhance security, based on shifting and binary conversion for securing data (SBSD) frameworks",,Gopinath and  N; Shyry and  SP,,o,,-1,2024-02-19 14:05:14,
39875129,http://dx.doi.org/10,0,Entropy manipulations; quantum gate; optimal control,"We demonstrate the use of optimal control to design two entropy-manipulating quantum gates which are more complex than the corresponding, commonly used, gates, such as CNOT and Toffoli (CCNOT): A two-qubit gate called polarization exchange (PE) and a three-qubit gate called polarization compression (COMP) were designed using GRAPE, an optimal control algorithm. Both gates were designed for a three-spin system. Our design provided efficient and robust nuclear magnetic resonance (NMR) radio frequency (RF) pulses for C-13(2)-trichloroethylene (TCE), our chosen three-spin system. We then experimentally applied these two quantum gates onto TCE at the NMR lab. Such design of these gates and others could be relevant for near-future applications of quantum computing devices.",Quantum computing gates via optimal control,Wolfson Foundation; Israeli MOD Research and Technology Unit; FQRNT through INTRIQ(FQRNT); NSERC(Natural Sciences and Engineering Research Council of Canada (NSERC)),Atia and  Y; Elias and  Y; Mor and  T; Weinstein and  Y,,o,,-1,2024-02-23 17:49:50,
39875130,http://dx.doi.org/10,0,Missing value estimation; Quantum mechanics; Gaussian Process Regression; Data mining; Ito lemma,"As the importance of data-based predictive maintenance frameworks is rising, one of the emerging issues is the missing values in industrial data. Data with various missing values due to measurement sensor faults and power change issues can not only cause errors in future analyses but also lead to data shortages. Although various missing value estimation methods have been proposed to address this issue, correction methods that consider the fine uncertainty and noise of the missing values themselves have been relatively unexplored. Therefore, this study modeled missing values estimated using Gaussian progress regression by considering the fine movements and noises of data using a quantum mechanics-based stochastic differential equation and corrected them using Ito's lemma. Estimating the missing data in this manner more closely simulates the attributes of data compared to existing estimation methods, enabling more accurate analysis. To demonstrate the excellence of the proposed framework, missing values were estimated using vehicle operation data and semiconductor manufacturing data with multiple missing values, and the estimation results were compared with those of existing algorithms.",Quantum mechanics-based missing value estimation framework for industrial data,"Basic Science Research Program through the National Research Foundation of Korea (NRF) - Ministry of Education, S. Korea(Ministry of Education (MOE), Republic of KoreaNational Research Foundation of Korea); Priority Research Centers Program through the National Research Foundation of Korea (NRF) - Ministry of Education, Science, and Technology(National Research Foundation of Korea)",Oh and  E; Lee and  HYS,,o,,-1,2024-02-23 19:01:18,
39875131,http://dx.doi.org/10,0,,"Any quantum computing application, once encoded as a quantum circuit, must be compiled before being executable on a quantum computer. Similar to classical compilation, quantum compilation is a sequential process with many compilation steps and numerous possible optimization passes. Despite the similarities, the development of compilers for quantum computing is still in its infancy-lacking mutual consolidation on the best sequence of passes, compatibility, adaptability, and flexibility. In this work, we take advantage of decades of classical compiler optimization and propose a reinforcement learning framework for developing optimized quantum circuit compilation flows. Through distinct constraints and a unifying interface, the framework supports the combination of techniques from different compilers and optimization tools in a single compilation flow. Experimental evaluations show that the proposed framework-set up with a selection of compilation passes from IBM's Qiskit and Quantinuum's TKET-significantly outperforms both individual compilers in 73% of cases regarding the expected fidelity. The framework is available on GitHub (https://github.com/cda-tum/MQTPredictor) as part of the Munich Quantum Toolkit (MQT).",Compiler Optimization for Quantum Computing Using Reinforcement Learning,European Research Council (ERC) under the European Union(European Research Council (ERC)); Bavarian state government; Hightech Agenda Bayern Plus; BMWK; BMK; BMDW; State of Upper Austria,Quetschlich and  N; Burgholzer and  L; Wille and  R,,o,,-1,2024-02-23 22:50:02,
39875132,http://dx.doi.org/10,0,Quantum computing; Quantum information; Quantum image processing; Quantum computer; Quantum algorithm,"Quantum information science is an interdisciplinary subject spanning physics, mathematics, and computer science. It involves finding new ways to apply natural quantum-mechanical effects, particularly superposition and entanglement, to information processing in an attempt to exceed the limits of traditional computing. In addition to promoting its mathematical and physical foundations, scientists and engineers have increasingly begun studying cross-disciplinary fields in quantum information processing, such as quantum machine learning, quantum neural networks, and quantum image processing (QIMP). Herein, we present an overview of QIMP consisting of a succinct review of state-of-the-art techniques along with a critical analysis of several key issues important for advancing the field. These issues include improving current models of quantum image representations, designing quantum algorithms for solving sophisticated operations, and developing physical equipment and software architecture for capturing and manipulating quantum images. The future directions identified in this work will be of interest to researchers working toward the greater realization of QIMP-based technologies.",Toward implementing efficient image processing algorithms on quantum computers,Tecnologico de Monterrey; CONACyT(Consejo Nacional de Ciencia y Tecnologia (CONACyT)),Yan and  F; Venegas-Andraca and  SE; Hirota and  K,,o,,-1,2024-02-23 13:48:04,
39875133,http://dx.doi.org/10,0,Quantum computing; Quantum algorithms; Logical equivalence; Quantum verification,"We present a quantum computation algorithm that enables solving the problem of logical equivalence verification in exponentially less time than the classical deterministic computation. In this novel quantum algorithm, the oracles of the two evaluated functions are executed in series to yield a common target qubit which then interacts with an ancillary qubit. We found that the degree of entanglement (measured by the concurrence) of the target and ancillary qubits is a reliable witness for the logical equivalence property of the two functions. The steps number of the quantum algorithm is inversely proportional to the square of the standard error epsilon 2 of the measured concurrence value, with no dependence on the input size ' n ' of each function. This corresponds to a number of evaluations of the two functions: O(epsilon-2) for the quantum algorithm compared with O(2n) for the classical approach. To assess the algorithm performance, two sets of experiments are conducted using the IBM Q Experience simulator for input sizes: 2 and 12 variables per function. While the former verifies that the results of the experiment are in a good match with the theory, the latter showcases the quantum supremacy of the presented algorithm. In particular, The latter shows that the quantum algorithm requires only 200 oracles queries compared with 213 queries for the classical algorithm. (c) 2022 Elsevier B.V. All rights reserved.",Rapid solution of logical equivalence problems by quantum computation algorithm,,Zidan and  M; Hegazy and  SF; Abdel-Aty and  M; Obayya and  SSA,,o,,-1,2024-02-23 22:42:45,
39875134,http://dx.doi.org/10,0,,"Quantum computation is a radical new candidate for a technology that is capable to make a paradigm shift in information processing. However, current promising devices are limited in performance due to many decoherence mechanisms. Quantum computer simulators are thus important for understanding and solving existing problems of the current noisy intermediate-scale quantum (NISQ) processors. In this work, we present Psitrum - a universal gate-model based quantum computer simulator implemented on classical hardware. The simulator allows to emulate and debug quantum algorithms in form of quantum circuits for many applications with the choice of adding quantum noise that limit coherence of quantum circuits. Psitrum allows to keep track of quantum operations and density matrices, and provides variety of unique visualisation tools. The simulator allows to trace out all possible quantum states at each stage M of an N-qubit implemented quantum circuit. The design of Psitrum is flexible and allows users later to add their special quantum gates and variety of noise modules.",Psitrum and Universal Simulation of Quantum Computers,,Alghadeer and  M; Aldawsari and  E; Selvarajan and  R; Alutaibi and  K; Kais and  S; Alharbi and  FH,,o,,-1,2024-02-20 21:53:05,
39875135,http://dx.doi.org/10,0,Quantum computing; Reliable computing; Majority rule; Duplication,"To increase the reliability of computations result, a natural idea is to use duplication: we let several computers independently perform the same computations, and then, if their results differ, we select the majority's result. Reliability is an important issue for quantum computing as well, since in quantum physics, all the processes are probabilistic, so there is always a probability that the result will be wrong. It thus seems natural to use the same majority rule for quantum computing as well. However, it is known that for general quantum computing, this scheme does not work. In this paper, we provide a simplified explanation of this impossibility.",Why Majority Rule Does Not Work in Quantum Computing: A Pedagogical Explanation,US National Science Foundation(National Science Foundation (NSF)); Directorate For Engineering; Div Of Engineering Education and Centers(National Science Foundation (NSF)NSF - Directorate for Engineering (ENG)),Galindo and  O; Kosheleva and  O; Kreinovich and  V,,o,,-1,2024-02-23 17:49:31,
39875136,http://dx.doi.org/10,0,quantum computing; quantum machine learning; quantum tomography; quantum information theory; quantum foundations,"We formulate the control over quantum matter, so as to perform arbitrary quantum computation, as an optimization problem. We then provide a schematic machine learning algorithm for its solution. Imagine a long strip of 'quantum stuff', endowed with certain assumed physical properties, and equipped with regularly spaced wires to provide input settings and to read off outcomes. After showing how the corresponding map from settings to outcomes can be construed as a quantum circuit, we provide a machine learning framework to tomographically 'learn' which settings implement the members of a universal gate set. To that end, we devise a loss function measuring how badly a proposed encoding has failed to implement a given circuit, and prove the existence of 'tomographically complete' circuit sets: should a given encoding minimize the loss function for each member of such a set, it also will for an arbitrary circuit. At optimum, arbitrary quantum gates, and thus arbitrary quantum programs, can be implemented using the stuff.",Quantum computation with machine-learning-controlled quantum stuff,"Tensor Network Initiative at Perimeter Institute; Government of Canada through the Department of Innovation, Science and Economic Development Canada; Province of Ontario through the Ministry of Research, Innovation and Science(Ministry of Research and Technology of the Republic of Indonesia (RISTEK))",Hardy and  L; Lewis and  AGM,,o,,-1,2024-02-23 14:02:10,
39875137,http://dx.doi.org/10,0,Quantum Computing; Superconducting Qubit Quantum Computing; Neutral Quantum Computing; Noisy Quantum Hardware; Quantum System Software,"This paper discusses the various technologies used for quantum computing and highlights the need for compiler and software stack solutions that are portable across different technologies (beyond superconducting qubit quantum computers) while providing a higher-level interface that allows scientists to run their programs in a technology-agnostic manner. To achieve this, quantum compilers and architecture designs must not be bound by classical-style standards and specifications. As a first step toward tackling this challenge, this paper then focuses on developing a compiler solution for neutral atom quantum computing technology, which has several potential benefits over superconducting qubit quantum computing technology. These benefits include a greater connectivity of qubits within the Rydberg interaction radius, which allows for fewer SWAP operations, and the ability to execute multi-qubit gates directly. However, neutral atom quantum computers have a different set of constraints and requirements, including interaction blockades, which can result in potential serialization of operations, reducing some of the gains due to the better connectivity of neutral atom quantum computers. The paper then concludes by stating that addressing these challenges requires further research and development in the field.",Invited: Building Robust Quantum System Software for Technology-Specific Characteristics,NSF Award(National Science Foundation (NSF)); Northeastern University,Patel and  T; Tiwari and  D,,o,,1,2024-02-21 14:45:01,
39875138,http://dx.doi.org/10,0,quantum computing; circuit optimization; pattern matching,"Due to multiple limitations of quantum computers in the NISQ era, quantum compilation efforts are required to efficiently e x ecute q u antum a l gorithms o n N I SQ devices. Program rewriting based on pattern matching can improve the generalization ability of compiler optimization. However, it has rarely been explored for quantum circuit optimization, further considering physical features of target devices. In this paper, we propose a pattern-matching based quantum circuit optimization framework QCIR with a novel pattern description format, enabling the user-configured c ost m o del and two categories of patterns, i.e., generic patterns and folding patterns. To get better compilation latency, we propose a DAG representation of quantum circuit called QCir-DAG, and QVF algorithm for subcircuit matching. We implement continuous single-qubit optimization pass constructed by QCIR, achieving 10% and 20% optimization rate for benchmarks from Qiskit and ScaffCC, respectively. The practicality of QCIR is demonstrated by execution time and experimental results on the quantum simulator and quantum devices.",QCIR: Pattern Matching Based Universal Quantum Circuit Rewriting Framework,Innovation Program for Quantum Science and Technology; Fundamental Research Funds for the Central Universities(Fundamental Research Funds for the Central Universities),Chen and  MY; Zhang and  Y; Li and  YS; Wang and  Z; Li and  J; Li and  XY,,o,,-1,2024-02-23 20:45:53,
39875139,http://dx.doi.org/10,0,,"The computing world is witnessing a proverbial Cambrian explosion of emerging paradigms propelled by applications, such as artificial intelligence, big data, and cybersecurity. The recent advances in technology to store digital data inside a deoxyribonucleic acid (DNA) strand, manipulate quantum bits (qubits), perform logical operations with photons, and perform computations inside memory systems are ushering in the era of emerging paradigms of DNA computing, quantum computing, optical computing, and in-memory computing. In an orthogonal direction, research on interconnect design using advanced electro-optic, wireless, and microfluidic technologies has shown promising solutions to the architectural limitations of traditional von-Neumann computers. In this article, experts present their comments on the role of interconnects in the emerging computing paradigms, and discuss the potential use of chiplet-based architectures for the heterogeneous integration of such technologies.","Interconnects for DNA, Quantum, In-Memory, and Optical Computing: Insights From a Panel Discussion",U.S. NSF CAREER award(National Science Foundation (NSF)NSF - Office of the Director (OD)); EU H2020 Research and Innovation Programme(Horizon 2020),Ganguly and  A; Abadal and  S; Thakkar and  I; Jerger and  NE; Riedel and  M; Babaie and  M; Balasubramonian and  R; Sebastian and  A; Pasricha and  S; Taskin and  B,,o,,-1,2024-02-23 13:51:58,
39875140,http://dx.doi.org/10,0,Quantum Software Models; Software Design; Density Matrix; Laplacian Matrix,"Linear Software Models enable rigorous linear algebraic procedures for modular design of classical software systems. These procedures apply a spectral approach to matrix representations - e.g. the Laplacian - of the software system. Recent intensive research efforts towards quantum computers have increased expectations that quantum computing could in due time materialize as a practical alternative to classical computing. It is reasonable to inquire about quantum software desirable features and prepare in advance modular design procedures for quantum software systems. However, it does not make sense to have two totally separate procedures for modular design, one for classical software systems and another for quantum software systems. This paper claims that there should be just a single unified and rigorous design procedure for both classical and quantum software systems. Our common design procedure starting point for both classical and quantum software systems is Von Neumann's quantum notion of Density Operator and its Density Matrix representation. This paper formulates and demonstrates modular design in terms of projection operators obtained from a design Density Matrix and shows their equivalence to the Linear Software Models results of the Laplacian matrix spectrum for the classical case. The application in practice of the design procedure for both classical and quantum software is illustrated by case studies.",Quantum Software Models: The Density Matrix for Classical and Quantum Software Systems Design,,Exman and  I; Shmilovich and  AT,,o,,1,2024-02-21 15:04:30,
39875141,http://dx.doi.org/10,0,Quantum walks; The HHL algorithm; Hitting probabilities,"We present a novel application of the HHL (Harrow-Hassidim-Lloyd) algorithm - a quantum algorithm solving systems of linear equations - in solving an open problem about quantum walks, namely computing hitting (or absorption) probabilities of a general (not only Hadamard) one-dimensional quantum walks with two absorbing boundaries. This is achieved by a simple observation that the problem of computing hitting probabilities of quantum walks can be reduced to inverting a matrix. Then a quantum algorithm with the HHL algorithm as a subroutine is developed for solving the problem, which is faster than the known classical algorithms by numerical experiments.",AN HHL-BASED ALGORITHM FOR COMPUTING HITTING PROBABILITIES OF QUANTUM WALKS,National Key R&D Program of China; National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); Australian Research Council (ARC)(Australian Research Council),Guan and  J; Wang and  QS; Ying and  MS,,o,,-1,2024-02-23 20:46:19,
39875142,http://dx.doi.org/10,0,Pseudorandom number generator; Quantum random number generator; Block cipher; Key-schedule algorithms,"In a cryptosystem, a cipher's security is directly dependent on a key-schedule or key-scheduling algorithm (KSA) or that is used for both encryption and decryption. The random-number-based KSA adds another layer of security and prevents hackers from performing cryptanalysis. Several previous studies have investigated the strength of a cipher's encryption process. The strength evaluation of the key-scheduling process has received less attention that can lead to weaknesses in the overall encryption process. This paper proposes a new framework consisting of cryptographic strength evaluation criteria for random number generators (RNG)-based KSAs. Our framework (CryptoQNRG) evaluates different key-schedules based on pseudorandom and quantum random number generators with a set of tests. There are test suites that compare the strength of KSAs for different block ciphers. To the best of our knowledge this is the first time that a framework is built to compare the strength of KSAs incorporating RNGs and various block ciphers. CryptoQNRG comprises of four tests: Frequency, Bit_Correlation, Bit_Interfold, and Bit_Entropy. The tests are used to explore cryptographic properties such as unpredictability, balance of bits, correlation, confusion, and diffusion in the subkeys generated by the RNG-based KSA. We have evaluated the most common KSAs with different block ciphers and a significant outcome of the proposed framework is the distinction between strong and weak RNG-based KSAs.",CryptoQNRG: a new framework for evaluation of cryptographic strength in quantum and pseudorandom number generation for key-scheduling algorithms,"University of Hertfordshire, UK",Saini and  A; Tsokanos and  A; Kirner and  R,,o,,-1,2024-02-23 1:41:02,
39875143,http://dx.doi.org/10,0,MOOC; quantum computing education; visual representation; curriculum design,"Quantum computing presents a paradigmatic shift in the field of computation, in which unintuitive properties of quantum mechanics can be harnessed to change the way we approach a wide range of problems. However, due to the mathematics and physics perspective through which quantum computing is traditionally presented, most resources are inaccessible to many undergraduate students, let alone the general public. It is thus imperative to develop resources and best-practices for quantum computing instruction accessible to students at all levels. In this paper, we describe the development and results of our Massive Open Online Course (MOOC) 'Introduction to Quantum Computing for Everyone.' This course presents an introduction to quantum computing with few technical prerequisites. In the first half of the course, quantum computing concepts are introduced with a unique, purely visual representation, allowing students to develop conceptual understanding without the burden of learning new mathematical notation. In the second half, students are taught the formal notation for concepts and objects already introduced, reinforcing student understanding of these concepts and providing an applicable context for the technical material. Most notably, we find that introducing the math content in the curriculum's second stage led to no drops in engagement or student performance, suggesting that our curriculum's spiral structure eased the technical burden.",Introduction to Quantum Computing for Everyone Experience Report,National Science Foundation(National Science Foundation (NSF)),Liu and  J; Franklin and  D,,o,,-1,2024-02-23 21:14:34,
39875144,http://dx.doi.org/10,0,Quantum Computing; ZZ Crosstalk; Error Suppression,"Noise is a significant obstacle to quantum computing, and ZZ crosstalk is one of the most destructive types of noise affecting superconducting qubits. Previous approaches to suppressing ZZ crosstalk have mainly relied on specific chip design that can complicate chip fabrication and aggravate decoherence. To some extent, special chip design can be avoided by relying on pulse optimization to suppress ZZ crosstalk. However, existing approaches are non-scalable, as their required time and memory grow exponentially with the number of qubits involved. To address the above problems, we propose a scalable approach by co-optimizing pulses and scheduling. We optimize pulses to offer an ability to suppress ZZ crosstalk surrounding a gate, and then design scheduling strategies to exploit this ability and achieve suppression across the whole circuit. A main advantage of such co-optimization is that it does not require special hardware support. Besides, we implement our approach as a general framework that is compatible with different pulse optimization methods. We have conducted extensive evaluations by simulation and on a real quantum computer. Simulation results show that our proposal can improve the fidelity of quantum computing on 4 similar to 12 qubits by up to 81x (11x on average). Ramsey experiments on a real quantum computer also demonstrate that our method can eliminate the effect of ZZ crosstalk to a great extent.",Suppressing ZZ Crosstalk of Quantum Computers through Pulse and Scheduling Co-Optimization,Tencent Quantum Lab; National Key R&D Program of China; Key-Area Research and Development Program of Guangdong Province,Xie and  L; Zhai and  JD; Zhang and  ZX; Allcock and  J; Zhang and  SY; Zheng and  YC,,o,,-1,2024-02-23 1:58:03,
39875145,http://dx.doi.org/10,0,side-channel; attack; superconducting; quantum; computation; decoherence; experiment; classification; cryptography,"Our aim in this paper is to present experimental evidence of a side-channel attack on superconducting cloud-based quantum computers, demonstrating that a quantum circuit can be analyzed indirectly using data gathered before and after its execution on a quantum computer. We hope that this can motivate further research into hardware and system stability of quantum computers as well as into more-nuanced systems-level attacks. Although much work has been done on establishing error correcting codes to address issues of decoherence, and schemes can be utilized to leverage quantum effects for the sake of intrusion detection over quantum communication channels, there is a lack of literature in the field regarding side-channel attacks on transpiled quantum circuits, particularly those which leverage quantum effects to gather information about quantum circuits running in the cloud. We explored issues of decoherence by examining quantum circuit behavior both before and after a specified circuit was executed in order to ascertain decalibration rates and potential sources of decoherence: our data clearly shows that information on an interim circuit can be acquired in this manner. Using convenient data classification techniques and various circuit diagrams consisting of one quantum gate and several measurements, we were able to distinguish between these various circuits when executed at position n in the interim phase by training our classifier on data from probing circuits executed at queue positions n-1 and n+1. This shows that there is sufficient information residing in the data before and after a circuit is executed on a cloud-based superconducting quantum computer to allow an attacker to ascertain information about an otherwise unknown third-party circuit and shows potential to form the basis of a side-channel attack in cases where queue positions can be examined to target a third party's transpiled circuit during experimentation. This side channel attack merits further examination and extrapolation to identify more-complex circuits, and deeper statistical consideration to determine potential sources of information leakage and mitigation strategies.",Reconstructing quantum circuits through side-channel information on cloud-based superconducting quantum computers,"DDAI COMET Module within the COMET -Competence Centers for Excellent Technologies Program - Austrian Federal Ministry (BMK); Austrian Research Promotion Agency (FFG); province of Styria (SFG); DDAI"" COMET Module within the COMET -Competence Centers for Excellent Technologies Program - Austrian Federal Ministry (BMDW)""",Bell and  B; Tr?gler and  A,,o,,-1,2024-02-23 2:09:43,
39875146,http://dx.doi.org/10,0,CMOS; PLL; VCO; qubit; design; modeling,"The availability of quantum microprocessors is mandatory, to efficiently run those quantum algorithms promising a radical leap forward in computation capability. Silicon-based nanostructured qubits appear today as a very interesting approach, because of their higher information density, longer coherence times, fast operation gates, and compatibility with the actual CMOS technology. In particular, thanks to their phase noise properties, the actual CMOS RFIC Phase-Locked Loops (PLL) and Phase-Locked Oscillators (PLO) are interesting circuits to synthesize control signals for spintronic qubits. In a quantum microprocessor, these circuits should operate close to the qubits, that is, at cryogenic temperatures. The lack of commercial cryogenic Design Kits (DK) may make the interface between the Voltage Controlled Oscillator (VCO) and the Frequency Divider (FD) a serious issue. Nevertheless, currently this issue has not been systematically addressed in the literature. The aim of the present paper is to investigate the VCO/FD interface when the temperature drops from room to cryogenic. To this purpose, physical models of electronics passive/active devices and equivalent circuits of VCO and the FD were developed at room and cryogenic temperatures. The modeling activity has led to design guidelines for the VCO/FD interface, useful in the absence of cryogenic DKs.",On the VCO/Frequency Divider Interface in Cryogenic CMOS PLL for Quantum Computing Applications,,Gira and  G; Ferraro and  E; Borgarino and  M,,o,,-1,2024-02-23 18:59:45,
39875147,http://dx.doi.org/10,0,Public-key encryption; Lattice-based cryptography; Ideal lattices; Soliloquy; Gentry; Smart-Vercauteren; Units; Multi-quadratic fields,"Finding a short element g of a number field, given the ideal generated by g, is a classic problem in computational algebraic number theory. Solving this problem recovers the private key in cryptosystems introduced by Gentry, Smart-Vercauteren, Gentry-Halevi, Garg-Gentry-Halevi, et al. Work over the last few years has shown that for some number fields this problem has a surprisingly low post-quantum security level. This paper shows, and experimentally verifies, that for some number fields this problem has a surprisingly low pre-quantum security level.",Short Generators Without Quantum Computers: The Case of Multiquadratics,Netherlands Organisation for Scientific Research (NWO)(Netherlands Organization for Scientific Research (NWO)); Commission of the European Communities through Horizon 2020 program; U.S. National Science Foundation(National Science Foundation (NSF)); Division Of Computer and Network Systems; Direct For Computer & Info Scie & Enginr(National Science Foundation (NSF)NSF - Directorate for Computer & Information Science & Engineering (CISE)); Marie Curie Actions (MSCA)(Marie Curie Actions),Bauch and  J; Bernstein and  DJ; de Valence and  H; Lange and  T; van Vredendaal and  C,,o,,-1,2024-02-23 21:21:48,
39875148,http://dx.doi.org/10,0,quantum computing,Quantum computing has leapt from concept to commercial enterprise in four decades and now the complexities of computer hardware apply to quantum computing but with the added challenge that computer fundamentals are radically different.,Building a Quantum Computer (Invited),Alberta Government; NSERC(Natural Sciences and Engineering Research Council of Canada (NSERC)),Sanders and  BC,,o,,1,2024-02-23 22:45:38,
39875149,http://dx.doi.org/10,0,Adiabatic quantum computation; Quantum finite automata; Hamiltonian; Schrodinger equation; Decision problem; Promise problem,"Quantum computation has emerged as a powerful computational medium of our time, having demonstrated the remarkable efficiency in factoring a positive integer and searching databases faster than any currently known classical computing algorithm. Adiabatic evolution of quantum systems has been studied as a potential means that physically realizes quantum computation. Up to now, all the research on adiabatic quantum systems has dealt with polynomial time-bounded computation and little attention has been paid to, for instance, adiabatic quantum systems consuming only constant memory space. Such quantum systems can be modeled in a form similar to quantum finite automata. This exposition dares to ask a bold question of how to make adiabatic quantum computation fit into the rapidly progressing framework of quantum automata theory. As our answer to this eminent but profound question, we first lay out a fundamental platform to carry out adiabatic evolutionary quantum systems (AEQSs) with limited computational resources (in size, energy, spectral gap, etc.) and then demonstrate how to construct such AEQSs by operating suitable families of quantum finite automata. We further explore fundamental structural properties of decision problems (as well as promise problems) solved quickly by the appropriately constructed AEQSs. (c) 2021 Published by Elsevier Inc.",How does adiabatic quantum computation fit into quantum automata theory?,,Yamakami and  T,,o,,-1,2024-02-20 21:52:44,
