(internal) id,(source) id,pubmed id,keywords,abstract,title,journal,authors,tags,consensus,labeled_at,thecap,labeled_at,general notes (thecap),population notes (thecap),intervention/comparator notes (thecap),outcome notes (thecap)
40691129,https%3A%2F%2Fwww.we,0,"voltage sag assessment; quantum-inspired binary gravitational search algorithm; topological monitor reach area; artificial immune system","This paper presents application of adaptive quantum-inspired binary gravitational search algorithm for solving optimal power quality monitor (PQM) placement for voltage sag assessment. The optimization involves multi objectives and handles observability constraint determined by the concept of topological monitor reach area. The overall objective function consists of two functions which are monitor overlapping index and sag severity index. In this algorithm, the quantum-inspired binary gravitational search algorithm is improved by applying the concept of artificial immune system as to make it adaptive towards the changes of constraints. The proposed algorithm is applied on the 69-bus distribution system and compared to the conventional method so as to illustrate its effectiveness.","Power Quality Monitor Placement Method Using Adaptive Quantum-Inspired Binary Gravitational Search Algorithm","IEEE","Ibrahim and  AA; Mohamed and  A; Shareef and  H","",o,,-1,2024-03-31 21:43:49,,,,
40691130,http://dx.doi.org/10,0,"Ternary alloyed quantum dots; CdSeS; Liquid paraffin; Thermal stability; Optical stability","A phosphine-free route was successfully developed to prepare highly-quality cadmium selenium sulfide( CdSeS) alloyed quantum dots(QDs) using paraffin liquid as the reaction solvent and oleic acid as the ligand. The effects of the reaction temperature, growth time, and the molar ratio of S to Se on the properties of the CdSeS QDs were investigated. The as-prepared alloyed CdSeS QDs with zinc-blend crystalline structure possess a broad emission spectral ranging from 370 nm to 595 nm(from near-ultraviolet to salmon pink) and high photoluminescence quantum yield (PLQY) up to 65%. Moreover, the as-prepared alloyed CdSeS QDs with a gradient CdS-rich core/CdSe-rich surface structure also demonstrate good optical stabilities against the temperature change and photobleaching, which suggests their promising application on photoelectric devices and biological fluorescent labeling.","Preparation and Properties of High-quality CdSeS Alloyed Quantum Dots in Liquid Paraffin","HIGHER EDUCATION PRESS","Zhang and  DL; Li and  WW; Wang and  XB; Sun and  K","",o,,-1,2024-03-31 21:43:59,,,,
40691131,http://dx.doi.org/10,0,"","High-quality 1.3 mum GaInNAs/GaNAs single quantum well lasers grown by molecular beam epitaxy are reported. The broad area lasers show a record low threshold current density of 318 A/cm(2) for a cavity length of 1 mm, a transparent current density of 84 A/cm(2). and a characteristic temperature of 103 K from 8 to 70degreesC.","High-quality 1.3 ??m GaInNAs single quantum well lasers grown by MBE","IEE-INST ELEC ENG","Wang and  XD; Wang and  SM; Wei and  YQ; Sadeghi and  M; Larsson and  A","",o,,-1,2024-03-31 21:44:02,,,,
40691132,http://dx.doi.org/10,0,"MOLECULAR-FORCE FIELD; HYDRATION FREE-ENERGIES; ATOMIC CHARGES; POPULATION ANALYSIS; BASIS-SETS; DENSITY; PARAMETERS; COSMO; SIMULATIONS; SOLVATION","Parametrization of small organic molecules for classical molecular dynamics simulations is not trivial. The vastness of the chemical space makes approaches using building blocks challenging. The most common approach is therefore an individual parametrization of each compound by deriving partial charges from semiempirical or ab initio calculations and inheriting the bonded and van der Waals (Lennard-Jones) parameters from a (bio)molecular force field. The quality of the partial charges generated in this fashion depends on the level of the quantum-chemical calculation as well as on the extraction procedure used. Here, we present a machine learning (ML) based approach for predicting partial charges extracted from density functional theory (DFT) electron densities. The training set was chosen with the goal to provide a broad coverage of the known chemical space of druglike molecules. In addition to the speed of the approach, the partial charges predicted by ML are not dependent on the three-dimensional conformation in contrast to the ones obtained by fitting to the electrostatic potential (ESP). To assess the quality and compatibility with standard force fields, we performed benchmark calculations for the free energy of hydration and liquid properties such as density and heat of vaporization.","Machine Learning of Partial Charges Derived from High-Quality Quantum-Mechanical Calculations","AMER CHEMICAL SOC","Bleiziffer and  P; Schaller and  K; Riniker and  S","",o,,1,2024-03-31 21:44:34,,,,
40691133,https://www.scopus.c,0,"Quantum certification; Quantum literacy; Quantum math-physics; Quantum programming","We are in presence of a quantum computing revolution that will be critical for the dominant global position of nations in near future. Some quantum lab devices have been developed and important milestones have been reached, mainly in the branch of communications. In this scenario, it is urgent to educate people in quantum computing and technology, like it happens with disciplines such as science, technology, engineering, and mathematics promoted by government in order to instruct science-aware citizens. A solid knowledge base in math and physics is essential for a workforce able to develop high quality quantum technology. This work addresses the necessity of quantum literacy for the creation of a new workforce, proposing the basic math tools, and physics background for entering into the field of quantum programming. It also addresses a certification about Science Foundation for Quantum Programming, as a means for assuring the quality of quantum software professionals. ?? Springer Nature Switzerland AG 2020.","Math and physics tools for quality quantum programming","Scopus: Commun. Comput. Info. Sci.Conference paperFinal","Murina and  Ezequiel (57215689102)","",o,,1,2024-03-31 21:44:41,,,,
40691134,http://dx.doi.org/10,0,"luminescent solar concentrator; LSC; LSC quality factor; concentration factor; optical efficiency; quantum dot","Luminescent solar concentrators (LSCs) can be utilized as both large-area collectors of solar radiation supplementing traditional photovoltaic cells as well as semitransparent solar windows that provide a desired degree of shading and simultaneously serve as power-generation units. An important characteristic of an LSC is a concentration factor (C) that can be thought of as a coefficient of effective enlargement (or contraction) of the area of a solar cell when it is coupled to the LSC. Here we use analytical and numerical Monte Carlo modeling in addition to experimental studies of quantum-dot-based LSCs to analyze the factors that influence optical concentration in practical devices. Our theoretical model indicates that the maximum value of C achievable with a given fluorophore is directly linked to the LSC quality factor (Q(LSC)) defined as the ratio of absorption coefficients at the wavelengths of incident and reemitted light. In fact, we demonstrate that the ultimate concentration limit (C-0) realized in large-area devices scales linearly with the LSC quality factor and in the case of perfect emitters and devices without back reflectors is approximately equal to Q(LSC). To test the predictions of this model, we conduct experimental studies of LSCs based on visible-light emitting II-VI core/shell quantum dots with two distinct LSC quality factors. We also investigate devices based on near-infrared emitting CuInSexS2-x quantum dots for which the large emission bandwidth allows us to assess the impact of varied Q(LSC) on the concentration factor by simply varying the detection wavelength. In all cases, we find an excellent agreement between the model and the experimental observations, suggesting that the developed formalism can be utilized for express evaluation of prospective LSC performance based on the optical spectra of LSC fluorophores, which should facilitate future efforts on the development of high-performance devices based on quantum dots as well as other types of emitters.","Quality Factor of Luminescent Solar Concentrators and Practical Concentration Limits Attainable with Semiconductor Quantum Dots","AMER CHEMICAL SOC","Klimov and  VI; Baker and  TA; Lim and  J; Velizhanin and  KA; McDaniel and  H","",o,,-1,2024-03-31 21:45:20,,,,
40691135,http://dx.doi.org/10,0,"Chalcogenides; Quantum dots; Optical properties","High quality CdSe quantum dots are synthesized through a solution-phase synthesis technique with Cd(CH3COO)(2)center dot 2H(2)O and Na2SeSO3 as precursors. In this synthesis approach, the participation of a novel terpyridine derivative provides much better control over growth dynamics of CdSe quantum dots, resulting in the suppression of the Ostwald ripening process of the particle size distribution during growth. The CdSe quantum dots meet the all requirements of high quality quantum dots. (C) 2009 Elsevier B.V. All rights reserved.","Synthesis of high quality CdSe quantum dots through a mild solution-phase synthetic route","ELSEVIER SCIENCE SA","Gao and  YH; Zhang and  Q; Gao and  Q; Tian and  YP; Zhou and  W; Zheng and  LX; Zhang and  SY","",o,,-1,2024-03-31 21:45:23,,,,
40691136,http://dx.doi.org/10,0,"Quantum Computing; Quantum Software Engineering; Software Development Life Cycle; Computing Platforms","Practical quantum computing is rapidly becoming a reality. To harness quantum computers' real potential in software applications, one needs to have an in-depth understanding of all such characteristics of quantum computing platforms (QCPs), relevant from the Software Engineering (SE) perspective. Restrictions on copying, deletion, the transmission of qubit states, a hard dependency on quantum algorithms are few, out of many, examples of QCP characteristics that have significant implications for building quantum software. Thus, developing quantum software requires a paradigm shift in thinking by software engineers. This paper presents the key findings from the SE perspective, resulting from an in-depth examination of state-of-the-art QCPs available today. The main contributions that we present include i) Proposing a general architecture of the QCPs, ii) Proposing a programming model for developing quantum software, iii) Determining architecturally significant characteristics of QCPs, and iv) Determining the impact of these characteristics on various Quality Attributes (QAs) and Software Development Life Cycle (SDLC) activities. We show that the nature of QCPs makes them useful mainly in specialized application areas such as scientific computing. Except for performance and scalability, most of the other QAs (e.g., maintainability, testability, and reliability) are adversely affected by different characteristics of a QCP.","Quantum Computing Platforms: Assessing the Impact on Quality Attributes and SDLC Activities","IEEE COMPUTER SOC","Sodhi and  B; Kapur and  R","",o,,1,2024-03-31 21:45:35,,,,
40691137,http://dx.doi.org/10,0,"","A highly strained GaInNAs/GaAs quantum well (similar to+2%) was investigated by low pressure metal-organic chemical vapor deposition (LP-MOCVD) using tertiarybutylarsine (TBAs) and dimethylydrazine (DMHy). V/III ratio was found to be an important parameter especially for GaInNAs growth by using TBAs based on MOCVD, which strongly affected both the photoluminescence intensity and alloy compositions. Further, we proposed a post-growth annealing procedure to improve the quality of GaInNAs quantum wells. The photoluminescence intensity was improved by a factor of 10 after annealed at 640 degrees C.","Quality improvement of GaInNAs/GaAs quantum wells grown by MOCVD using tertiarybutylarsine","IEEE","Pan and  Z; Miyamoto and  T; Schlenker and  D; Koyama and  F; Iga and  K","",o,,-1,2024-03-31 21:45:38,,,,
40691138,http://dx.doi.org/10,0,"MULTIPLE EXCITON GENERATION; SOLAR-CELLS; NANOCRYSTALS; MONODISPERSE; NANOPARTICLES; MECHANISMS; NUCLEATION; PROSPECTS; EXCHANGE; GROWTH","Accelerating inorganic nanocrystal-based photovoltaic technology needs more efficient synthetic protocols for large scale manufacture, high yield and excellent quality nanocrystal materials. We, for the first time, investigated the highly concentrated synthesis of PbS quantum dots (QDs) and systematically explored their properties and photovoltaic performance. We revealed that the precursor concentration can be scaled up from 0.079 M to 15.8 M (200-fold) while excellent nanocrystal quality is maintained. We found that the size, size distribution, optical properties, and composition of the PbS QDs synthesized with various concentrations show negligible difference. As a result, all the solar cells based on these PbS QDs show excellent performance with stable efficiency in the range of 10% to 10.5%. And the results from carrier recombination, trap density and carrier concentration measurements are consistent with the corresponding photovoltaic performance. More importantly, we proved that the highly concentrated synthesis is a general approach that can be applied to different lead precursors. Thus our approach can successfully provide large-scale production of high quality PbS QDs, providing insights into future large-scale manufacturing of QD solar cells.","Towards scalable synthesis of high-quality PbS colloidal quantum dots for photovoltaic applications","ROYAL SOC CHEMISTRY","Zhou and  SJ; Liu and  ZK; Wang and  YJ; Lu and  KY; Yang and  F; Gu and  MF; Xu and  YL; Chen and  S; Ling and  XF; Zhang and  YN; Li and  FC; Yuan and  JY; Ma and  WL","",o,,-1,2024-03-31 21:45:42,,,,
40691139,http://dx.doi.org/10,0,"GAN","In the present work, AlGaN/GaN quantum wells and High Electron Mobility Transistors (HEMTs) have been grown by molecular beam epitaxy on Si(111) and GaN on sapphire templates. The optical quality and the electrical properties were studied by low temperature photoluminescence and Hall effect. These measurements attest the quality of these heterostructures and demonstrate the high on-wafer uniformity of the materials grown on 50 mm wafers, and this even for the III-nitrides grown on Silicon. (c) 2006 WILEY-VCH Verlag GmbH & Co. KGaA, Weinheim.","Quality and uniformity assessment of AlGaN/GaN quantum wells and HEMT heterostructures grown by molecular beam epitaxy with ammonia source","WILEY-VCH, INC","Cordier and  Y; Pruvost and  F; Semond and  F; Massies and  J; Leroux and  M; Lorenzini and  P; Chaix and  C","",o,,-1,2024-03-31 21:45:47,,,,
40691140,http://dx.doi.org/10,0,"digital radiography; quantum noise; dual-energy method; material identification; effective atomic number","A mathematical model has been developed to describe the radiation transparency of a test object with allowance for quantum noise. The technique of estimating the effective atomic number of the test object by the dual-energy method has been improved based on the analysis of radiation transparency with regard to necessary restrictions and recommendations. An algorithm is presented for the statistical evaluation of the influence of quantum noises on the quality of test-object material identification by the dual-energy method. An example is given of using the algorithm in a baggage and carry-on inspection system that has the maximum X-ray energies of 80 and 160 keV and is equipped with total-absorption detectors.","Estimating the Influence of Quantum Noises on the Quality of Material Identification by the Dual-Energy Method","PLEIADES PUBLISHING INC","Udod and  VA; Osipov and  SP; Wang and  Y","",o,,-1,2024-03-31 21:45:51,,,,
40691141,http://dx.doi.org/10,0,"SILICON SUBSTRATE; LASERS; MOCVD","Monolithic integration of InP on a Si platform ideally facilitates on-chip light sources in silicon photonic applications. In addition to the well-developed hybrid bonding techniques, the direct epitaxy method is spawning as a more strategic and potentially cost-effective approach to monolithically integrate InP-based telecom lasers. To minimize the unwanted defects within the InP crystal, we explore multiple InAs/InP quantum dots as dislocation filters. The high quality InP buffer is thus obtained, and the dislocation filtering effects of the quantum dots are directly examined via both plan-view and cross-sectional transmission electron microscopy, along with room-temperature photoluminescence. The defect density on the InP surface was reduced to 3 x 10(8)/cm(2), providing an improved optical property of active photonic devices on Si substrates. This work offers a novel solution to advance large-scale integration of InP on Si, which is beneficial to silicon-based long-wavelength lasers in telecommunications. Published by AIP Publishing.","Epitaxial growth of high quality InP on Si substrates: The role of InAs/InP quantum dots as effective dislocation filters","AMER INST PHYSICS","Shi and  B; Li and  Q; Lau and  KM","",o,,-1,2024-03-31 21:45:59,,,,
40691142,http://dx.doi.org/10,0,"N-polar; Inversion domains; Green InGaN/GaN multiple quantum wells; Vicinal substrate; Crystalline quality","The surface morphology, crystalline quality and optical characteristics of N-polar InGaN/GaN multiple quantum wells (MQWs) structures with emission in the green spectral range grown on planar and vicinal substrates were researched. The polarity of the samples was ascertained by convergent beam electron diffraction pattern. Scanning electron microscopy, high-resolution x-ray diffraction, cathodoluminescence, photoluminescence and Raman measurements demonstrated that MQWs structures on vicinal substrate had a smooth surface, better crystal quality, stronger luminescence intensity and less stress. Transmission electron microscopy illustrated that the structures on vicinal substrate could suppress the formation of inversion domains and the propagation of dislocations effectively.","Improvement of crystalline quality of N-polar green InGaN/GaN multiple quantum wells on vicinal substrate","ELSEVIER SCI LTD","Du and  JJ; Xu and  SR; Lin and  ZY; Zhang and  YC; Zhang and  JC; Zhao and  Y; Peng and  RS; Fan and  XM; Niu and  MT; Huang and  J; Hao and  Y","",o,,-1,2024-03-31 21:46:21,,,,
40691143,http://dx.doi.org/10,0,"CuInS2/ZnS; quantum dots; micelles; in vitro imaging; in vivo imaging","The exploration of biocompatible quantum dots (QDs) for biomedical imaging is currently one of the fastest growing fields of nanotechnology. This strategy overcomes the intrinsic toxicity of well-developed II-VI and other semiconductor Us (Cd, Hg, Pb, Se, Te, As, etc.) that remains a major obstacle to their clinical use. In this report, we synthesized high-quality CuInS2/ZnS (CIS/ZnS) QDs without using conventional toxic heavy metals. These QDs exhibited improved photoluminescence (PL) properties, with tunable emission peaks ranging from 550 to 800 nm and a maximum PL quantum yield (QY) up to 80%. Next, we explored the effective loading of the prepared oil-soluble CIS/ZnS QDs using biodegradable folate-modified N-succinyl-N'-octyl chitosan (FA-SOC) micelles. Targeting efficacy of the resulting Us-loaded micelles to tumors using in vitro and in vivo optical imaging techniques was also investigated. The results show that the micelle platform allowed successful formulation of these oil-soluble QDs in water, while retaining the morphology, crystal structure, and PL of the initial CIS/ZnS QDs. This study demonstrates the versatility of using biocompatible CIS/ZnS QDs across different spatial scales (in vitro cell imaging and in vivo small animal imaging) for multicolor biological imaging applications.","High-Quality CuInS2/ZnS Quantum Dots for In vitro and In vivo Bioimaging","AMER CHEMICAL SOC","Deng and  DW; Chen and  YQ; Cao and  J; Tian and  JM; Qian and  ZY; Achilefu and  S; Gu and  YQ","",o,,-1,2024-03-31 21:46:23,,,,
40691144,https://www.scopus.c,0,"Liouville equation; Multiscale method; Numerical methods; Quantum barrier; Semiclassical limit","We present a two-dimensional time-dependent semiclassical transport model for mixed-state scattering with thin quantum films. The stationary Schr??dinger equation is solved in the quantum barrier to obtain the scattering coefficients used to supply the interface condition that connects two classical domains. The solution in the classical regions is solved using a particle method and interface condition combined with the Hamiltonian-preserving scheme. The overall cost is roughly the same as solving a classical barrier. We construct a numerical method based on this semiclassical approach and validate the model using two numerical examples.","A semiclassical transport model for two-dimensional thin quantum barriers","Scopus: J. Comput. Phys.ArticleFinal","Jin and  Shi (25622605300); Novak and  Kyle A. (21741428700)","",o,,-1,2024-03-31 21:46:29,,,,
40691145,http://dx.doi.org/10,0,"PHOTOLUMINESCENCE; SCATTERING; ROUGHNESS","It is a commonly assumed that narrow lines in absorption or luminescence of quantum well excitons at low temperatures indicates high quality of quantum well interfaces. We show, that at least for narrow quantum wells, this is not always the case. Correlations between morphological fluctuations of two interfaces confining a quantum well, which were neglected in previous studies of exciton line shape, strongly suppress an inhomogeneous broadening due to interface disorder. (C) American Institute of Physics.","Interface disorder and inhomogeneous broadening of quantum well excitons: Do narrow lines always imply high-quality interfaces?","AMER INST PHYSICS","Ponomarev and  IV; Deych and  LI; Lisyansky and  AA","",o,,-1,2024-03-31 21:46:33,,,,
40691146,http://dx.doi.org/10,0,"quantum dots; A beta oligomers; tau protein; simultaneous detection; aptasensor","The simultaneous detection of two different biomarkers for the point-of-care diagnosis of major diseases, such as Alzheimer's disease (AD), is greatly challenging. Due to the outstanding photoluminescence (PL) properties of quantum dots (QDs), a high-quality CdSe/CdS/ZnS QDbased fluorescence resonance energy transfer (FRET) aptasensor for simultaneously monitoring the amyloid-beta oligomers (A beta O) and tau protein was proposed. By engineering the interior inorganic structure and inorganic-organic interface, water-soluble dual-color CdSe/CdS/ZnS QDs with a near-unity PL quantum yield (>90%) and mono-exponential PL decay dynamics were generated. The pi-pi stacking and hydrogen bond interaction between the aptamer-functionalized dual-color QDs and gold nanorods@polydopamine (Au NRs@PDA) nanoparticles resulted in significant fluorescence quenching of the QDs through FRET. Upon the incorporation of the APO and tau protein, the fluorescence recovery of the QDs-DNA/Au NRs@PDA assembly was attained, providing the possibility of simultaneously assaying the two types of AD core biomarkers. The lower detection limits of 50 pM for A beta O and 20 pM for the tau protein could be ascribed to the distinguishable and robust fluorescence of QDs and broad spectral absorption of Au NRs@PDA. The sensing strategy serves as a viable platform for the simultaneously monitoring of the core biomarkers for AD and other major diseases.","A High-Quality CdSe/CdS/ZnS Quantum-Dot-Based FRET Aptasensor for the Simultaneous Detection of Two Different Alzheimer's Disease Core Biomarkers","MDPI","Lu and  XC; Hou and  XQ; Tang and  HL; Yi and  XY; Wang and  JX","",o,,-1,2024-03-31 21:46:37,,,,
40691147,http://dx.doi.org/10,0,"GaN; InGaN; SiN; rods; core-shell; quantum wells; whispering gallery modes","GaN microrods are used as a basis for subsequent InGaN quantum well (QW) and quantum dot deposition by metal-organic vapor phase epitaxy. The coverage of the shell along the sidewall of rods is dependent on the rod growth time and a complete coverage is obtained for shorter rod growth times. Transmission electron microscopy measurements are performed to reveal the structural properties of the InGaN layer on the sidewall facet and on the top facet. The presence of layers in the microrod and on the microrod surface will be discussed with respect to GaN and InGaN growth. A detailed model will be presented explaining the formation of multiple SiN layers and the partial and full coverage of the shell around the core. Cathodoluminescence measurements are performed to analyze the InGaN emission properties along the microrod and to study the microresonator properties of such hexagonal core-shell structures. High quality factor whispering gallery modes with Q similar to 1200 are reported for the first time in a GaN microrod/InGaN non-polar QW core-shell geometry. The GaN/InGaN core-shell microrods are expected to be promising building blocks for low-threshold laser diodes and ultra-sensitive optical sensors.","Understanding GaN/InGaN core-shell growth towards high quality factor whispering gallery modes from non-polar InGaN quantum wells on GaN rods","IOP PUBLISHING LTD","Tessarek and  C; Rechberger and  S; Dieker and  C; Heilmann and  M; Spiecker and  E; Christiansen and  S","",o,,-1,2024-03-31 21:46:41,,,,
40691148,http://dx.doi.org/10,0,"GaN/AlN; quantum dot-based microdisks; high quality","We report the observation of high quality (Q) factor whispering gallery modes for GaN/AlN quantum dot based microdisks. Room temperature photoluminescence measurements show a large number of high Q modes on the whole PL spectral range. For the first time we report Q values up to 6000 for nitride based cavities. We attribute this improvement of the Q factor to the etching quality and to the relatively low cavity loss by inserting dots into the microdisks. The uniformity of the resonant modes with respect to a wide range of energies allows us to identify the different radial mode families. (C) 2011 WILEY-VCH Verlag GmbH & Co. KGaA, Weinheim","High quality factor of AlN microdisks embedding GaN quantum dots","WILEY-V C H VERLAG GMBH","Mexis and  M; Sergent and  S; Guillet and  T; Brimont and  C; Bretagnon and  T; Gil and  B; Semond and  F; Leroux and  M; N??el and  D; David and  S; Ch??coury and  X; Boucaud and  P","",o,,-1,2024-03-31 21:46:46,,,,
40691149,http://dx.doi.org/10,0,"ghost imaging; measurement reduction; entangled photons","The currently used ghost-image schemes traditionally involve two-mode entangled light states or incoherent radiation. Here, we consider the application of four-mode entangled light states and show that multiplexed ghost images (MGI) formed by four-mode entangled quantum light states have mutual spatial correlations determined by the eighth-order field correlation functions. We develop a special algorithm to calculate high-order correlations of Bose operators. We also demonstrate that accounting of the MGI correlations allows us to improve the quality of the restored image of an object while processing the MGI by the measurement reduction method. We carry out computer modeling of the image recovery from the MGI. We establish that in the considered example the signal-to-noise ratio of the reduced ghost image is 4.6 times higher than the best signal-to-noise ratio for the ghost images themselves.","CORRELATIONS OF MULTIPLEXED QUANTUM GHOST IMAGES AND IMPROVEMENT OF THE QUALITY OF RESTORED IMAGE","SPRINGER","Balakin and  DA; Belinsky and  AV; Chirkin and  AS","",o,,-1,2024-03-31 21:46:51,,,,
40691150,https://www.scopus.c,0,"Algorithms; Image Processing, Computer-Assisted; Mathematics; Models, Statistical; Signal Processing, Computer-Assisted; Support, U.S. Gov't, P.H.S.; algorithm; article; image processing; mathematics; signal processing; statistical model","A number of task-specific approaches to the assessment of image quality are treated. Both estimation and classification tasks are considered, but only linear estimators or classifiers are permitted. Performance on these tasks is limited by both quantum noise and object variability, and the effects of postprocessing or image-reconstruction algorithms are explicitly included. The results are expressed as signal-to-noise ratios (SNR's). The interrelationships among these SNR's are considered, and an SNR for a classification task is expressed as the SNR for a related estimation task times four factors. These factors show the effects of signal size and contrast, conspicuity of the signal, bias in the estimation task, and noise correlation. Ways of choosing and calculating appropriate SNR's for system evaluation and optimization are also discussed. ?? 1990 Optical Society of America.","Objective assessment of image quality: Effects of quantum noise and object variability","Scopus: J Opt Soc Am AArticleFinal","Barrett and  Harrison H. (7101995650)","",o,,-1,2024-03-31 21:47:16,,,,
40691151,http://dx.doi.org/10,0,"","The author reviews developments in publications on quality assurance of education in (European) higher education over the last decade. The metaphor of sub-atomic structure is used to order the literature in types ('shells') of similar publications, moving from those closely related with the practice of quality assurance methods to more theoretical publications. Some seminal publications are highlighted as 'quantum jumps'. The article ends by noting some recent trends in quality assurance at the system and institutional levels, as well as mentioning theoretically interesting developments, notably the emergence of neo-institutional approaches.","Where are the quantum jumps in quality assurance? Developments of a decade of research on a heavy particle","KLUWER ACADEMIC PUBL","Westerheijden and  DF","",o,,-1,2024-03-31 21:47:29,,,,
40691152,http://dx.doi.org/10,0,"Air quality forecasting; Feature selection; Interval type-2 fuzzy sets; Fuzzy neural network; Multi-objective optimization algorithm","Owing to the high nonlinearity and noise in the air quality index (AQI), tackling the uncertainties and fuzziness in the forecasting process is still a prevalent problem. Therefore, this study developed an intelligent hybrid air-quality forecasting system based on feature selection and a modified evolving interval type-2 quantum fuzzy neural network (eIT2QFNN), which provides accurate air-quality forecasting information by considering climate influencing factors. The main contributions of this study are as follows. The optimal input structure of the model is determined by the proposed second-stage feature-selection model, which can better extract the influencing variables and remove redundant information. Moreover, a novel multi-objective chaotic Bonobo optimizer algorithm is proposed to improve the eIT2QFNN. The modified eIT2QFNN implements AQI prediction by considering the importance of influencing variables that can cope with the uncertainties and fuzziness in the forecasting process. Finally, the Diebold-Mariano and modified Diebold-Mariano tests are employed to evaluate the performance of the proposed system. The experimental results demonstrate that our proposed system significantly improves the modeling performance in terms of high accuracy and compact structure, and can thus serve as an effective tool for air-quality management. (C) 2021 Elsevier Ltd. All rights reserved.","Intelligent multivariable air-quality forecasting system based on feature selection and modified evolving interval type-2 quantum fuzzy neural network","ELSEVIER SCI LTD","Wang and  JZ; Li and  HM; Yang and  HF; Wang and  Y","",o,,-1,2024-03-31 21:47:53,,,,
40691153,https://www.scopus.c,0,"data reduction; high energy physics; K-means; principal component analysis; quantum computing; quantum machine learning","Current quantum systems have significant limitations affecting the processing of large datasets with high dimensionality, typical of high energy physics. In the present paper, feature and data prototype selection techniques were studied to tackle this challenge. A grid search was performed and quantum machine learning models were trained and benchmarked against classical shallow machine learning methods, trained both in the reduced and the complete datasets. The performance of the quantum algorithms was found to be comparable to the classical ones, even when using large datasets. Sequential Backward Selection and Principal Component Analysis techniques were used for feature's selection and while the former can produce the better quantum machine learning models in specific cases, it is more unstable. Additionally, we show that such variability in the results is caused by the use of discrete variables, highlighting the suitability of Principal Component analysis transformed data for quantum machine learning applications in the high energy physics context. Copyright ?? 2023 Peixoto, Castro, Crispim Rom??o, Oliveira and Ochoa.","Fitting a collider in a quantum computer: tackling the challenges of quantum machine learning for big datasets","Scopus: Frontier. Artif. Intell.ArticleFinal","Peixoto and  Miguel Ca??ador (57708321000); Castro and  Nuno Filipe (57223152851); Crispim Rom??o and  Miguel (57216221528); Oliveira and  Maria Gabriela Jord??o (58784553700); Ochoa and  In??s (56467961600)","",o,,0,2024-03-31 21:48:09,,,,
40691154,http://dx.doi.org/10,0,"Low dimensional structures; Molecular beam epitaxy; Quantum wells; Semiconducting III-V materials","The crystal quality of coupled double quantum wells (CDQWs) having different barrier structures was investigated by evaluating optical properties and structural interface quality. Photoluminescence (PL) spectra revealed that the CDQW samples with an AlAs/InAlAs combined barrier (CDQW(CB)) exhibited a narrower PL emission peak than those with an AlAsSb barrier. CDQW(CB) also showed the best excitation dependence of PL intensity. X-ray reflectivity (XRR) measurements revealed that better interface quality was confirmed in CDQW(CB). We conclude that CDQW(CB) has the best crystal quality among those evaluated. (C) 2015 Elsevier B.V. All rights reserved.","Crystal quality of InGaAs/AlAs/InAlAs coupled double quantum wells for intersubband transition devices","ELSEVIER SCIENCE BV","Gozu and  S; Mozume and  T","",o,,-1,2024-03-31 21:48:12,,,,
40691155,https%3A%2F%2Fwww.we,0,"Double negative medium; Photonic crystal; Transmission spectrum; Photonic quantum well","The transmission spectra of the one-dimension photonic crystal (AB)(m)(CBAABC)(n)(BA)(m) was researched by using transfer matrix method. The result shows that whether the layer C is double positive medium or double negative medium, a photonic quantum-well structure symmetrically distributed will be formed in the frequencies 1.0 omega/omega(0) of the reduced units, and the resonance transmission peaks symmetrically distributed will be found in the relevant frequency of the transmission spectra of the photonic quantum well, and presents quantization effects. When the layer C is double positive medium, there appear n+2 transmission peaks of which the number and the position are adjustable; when the layer C is double negative medium, only one transmission peaks will be found in the center of the band gap and its quality can be adjusted by period n and n(C), the refraction rate of layer C. While it remain constant alongside the changing of the thickness of layer C. This property can offer the theory guide and practical application guide for the photonic crystal designing new device of the quantum mechanics, such as the multi-channel, single-channel optical filter device. Document code: A Article ID: DOI","High-Quality Filtering of One-Dimensional Photonic Quantum Well with Double Negative Medium","ATLANTIS PRESS","Su and  A","",o,,-1,2024-03-31 21:48:28,,,,
